country,month,gdp_growth_pct,inflation_rate,unemployment_rate,food_price_index,energy_dependency_pct,military_expenditure_pct_gdp,arms_imports_index,border_disputes_count,refugee_outflow_thousands,sanctions_active,media_freedom_score,protest_events_last_3m,cyber_attack_incidents,last_conflict_year,trade_dependency_rival_pct,foreign_troops_present,social_media_sentiment,rolling_protest_avg_6m,instability_score,conflict_escalation_6m,arms_imports_index_roll3,arms_imports_index_roll6,arms_imports_index_lag1,arms_imports_index_lag3,gdp_growth_pct_roll3,gdp_growth_pct_roll6,gdp_growth_pct_lag1,gdp_growth_pct_lag3,inflation_rate_roll3,inflation_rate_roll6,inflation_rate_lag1,inflation_rate_lag3,unemployment_rate_roll3,unemployment_rate_roll6,unemployment_rate_lag1,unemployment_rate_lag3,food_price_index_roll3,food_price_index_roll6,food_price_index_lag1,food_price_index_lag3,social_media_sentiment_roll3,social_media_sentiment_roll6,social_media_sentiment_lag1,social_media_sentiment_lag3,years_since_last_conflict,region_Eastern Europe,region_Middle East,region_North America,region_South America,region_South Asia,region_Western Europe
Brazil,2020-11-01,-0.1412341750691053,11.121703715546984,11.705239672739085,125.28796145946498,48.25385351964676,1.4911464551796312,53.50771286980374,1,87.28651080010738,0,70.29205532409625,0,14,2014-01-01,15.790186788873076,0,0.3507159433880138,0.2729532158240091,29.062697869243102,0,34.53475038246595,41.3916940959262,15.834022872134137,33.40889300638969,1.271564507642361,1.0001601134619764,1.1617740936557832,3.481711711500279,8.129540316953628,9.515942413467881,5.040276424436014,12.702195679825458,10.095289464963166,8.023022711276951,12.24505824476605,1.33435539201927,130.29465588186972,125.77841569616602,122.7170977485254,156.11654754094684,-0.011034518958900877,0.20529634021708887,-0.5189922700373664,0.7274328292263073,6,False,False,False,True,False,False
Brazil,2020-12-01,0.8541311374150158,8.542235518988882,9.00324095540643,107.60444407921372,69.50999118524615,4.304972440849761,68.59179604951177,1,111.12271166414315,0,67.70056362293482,3,18,2014-01-01,37.97432166984857,1,0.1304866381754983,3.450375795136808,69.27423608983398,0,45.97784393048321,49.49838895323794,53.50771286980374,34.26251540546,0.6248903520005645,1.2832530582417736,-0.1412341750691053,2.7941536043404054,8.234738552990626,7.870750198154094,11.121703715546984,8.226640810877887,10.984512957637188,8.19656038490428,11.705239672739085,6.3355704773843655,118.5365010957347,122.95952655959428,125.28796145946498,142.8789084376187,-0.012596562824618074,0.1508402993554285,0.3507159433880138,0.1351727697726499,6,False,False,False,True,False,False
Brazil,2021-01-01,0.6654084606125426,0.1752303366983358,4.309265568217996,104.49582497381874,65.18730865887086,2.8320191037446336,33.77387464924237,4,15.40609652995424,0,60.58637721119612,0,9,2014-01-01,28.450199492048835,1,-0.6023720478399075,-2.084135647062212,26.95489381867401,0,51.95779452285262,39.89646914209029,68.59179604951177,15.834022872134137,0.459435140986151,1.469324138742487,0.8541311374150158,1.1617740936557832,6.613056523744734,7.634713747728926,8.542235518988882,5.040276424436014,8.33924873212117,7.488788385088866,9.00324095540643,12.24505824476605,112.46274350416581,126.51679737326474,107.60444407921372,122.7170977485254,-0.04038982209213179,0.03707397711419924,0.1304866381754983,-0.5189922700373664,7,False,False,False,True,False,False
Brazil,2021-02-01,0.7846046828473101,5.35797986806541,11.571530527679284,102.93667165770049,48.11720775173583,3.547729316245188,20.404719388632813,5,83.79874028764169,0,28.11313309004968,1,17,2014-01-01,9.16881903293602,0,0.917417467072482,1.09489706127241,36.78245017615549,0,40.923463362462314,37.729106872464136,33.77387464924237,53.50771286980374,0.7680480936249561,1.0198063006336586,0.6654084606125426,-0.1412341750691053,4.691815241250876,6.410677779102252,0.1752303366983358,11.121703715546984,8.294679017101236,9.194984241032202,4.309265568217996,11.705239672739085,105.01231357024433,117.65348472605702,104.49582497381874,125.28796145946498,0.14851068580269092,0.06873808342189502,-0.6023720478399075,0.3507159433880138,7,False,False,False,True,False,False
Brazil,2021-03-01,4.814842695379122,0.6429156001923584,8.941443306568106,99.78719518125824,72.65182617843743,3.765027195154517,57.271039246433375,1,75.18894391008178,0,26.589831509493337,9,11,2018-01-01,9.187210084465816,1,0.817304397566798,8.575138398546578,86.44073262188223,1,37.14987776143618,41.5638608459597,20.404719388632813,68.59179604951177,2.0882852796129914,1.356587815806778,0.7846046828473101,0.8541311374150158,2.0587086016520346,5.146723577321331,5.35797986806541,8.542235518988882,8.274079800821795,9.629296379229492,11.571530527679284,9.00324095540643,102.40656393759248,110.4715325166636,102.93667165770049,107.60444407921372,0.3774499389331241,0.18242668805425302,0.917417467072482,0.1304866381754983,3,False,False,False,True,False,False
Brazil,2021-04-01,-1.1472110787721994,6.102340900043526,2.803715772664448,103.22127229810944,59.39525379268216,3.160232827556277,36.64101056890117,4,136.79141863732266,0,20.629270543177217,4,8,2014-01-01,30.49194010220689,0,0.4999909207817741,2.549712139035313,42.492852377373,0,38.10558973465578,45.03169212875421,57.271039246433375,33.77387464924237,1.4840787664847437,0.9717569537354475,4.814842695379122,0.6654084606125426,4.034412122767098,5.323734323255916,0.6429156001923584,0.1752303366983358,7.772229868970612,8.05573930054589,8.941443306568106,4.309265568217996,101.98171304568939,107.2222282749276,99.78719518125824,104.49582497381874,0.744904261807018,0.3522572198574431,0.817304397566798,-0.6023720478399075,7,False,False,False,True,False,False
Brazil,2021-05-01,0.1233239098898915,12.004526868872864,7.836403089735309,106.4447775146584,74.47431216792975,3.396161225728041,44.92693186954711,4,27.57215713302556,0,69.70840251876933,6,11,2014-01-01,23.609288498023226,0,-0.8437692703500541,7.282322245775304,86.37699720867012,1,46.27966056162722,43.60156196204477,36.64101056890117,20.404719388632813,1.2636518421656044,1.0158499678952804,-1.1472110787721994,0.7846046828473101,6.249927789702916,5.4708715154768965,6.102340900043526,5.35797986806541,6.527187389655953,7.410933203378595,2.803715772664448,11.571530527679284,103.15108166467537,104.08169761745984,103.22127229810944,102.93667165770049,0.15784201599950598,0.15317635090109846,0.4999909207817741,0.917417467072482,7,False,False,False,True,False,False
Brazil,2021-06-01,-0.1416738204512659,4.207111386190085,11.201646345591186,131.6641356182397,19.21653804906795,4.057556715907868,43.134384217651714,4,48.56987778348586,0,55.127430846986336,0,16,2014-01-01,29.474256000197048,1,0.782967264565287,-2.448600428488957,20.368372707702488,0,41.567442218699995,39.3586599900681,44.92693186954711,57.271039246433375,-0.3885203297778581,0.8498824749175667,0.1233239098898915,4.814842695379122,7.437993051702158,4.748350826677096,12.004526868872864,0.6429156001923584,7.280588402663646,7.7773341017427216,7.836403089735309,8.941443306568106,113.77672847700252,108.0916462072975,106.4447775146584,99.78719518125824,0.14639630499900233,0.2619231219660632,-0.8437692703500541,0.817304397566798,7,False,False,False,True,False,False
Brazil,2021-07-01,-1.0847281724463165,15.313265968806622,9.8643084777061,84.3397010626456,49.12614675658208,3.074846490491394,70.4850921166895,1,100.08787460812482,0,73.19696412572682,2,10,2014-01-01,27.803950636854907,0,-0.0337114014625574,2.741755806911342,65.14162108455837,0,52.84880273462943,45.47719623464261,43.134384217651714,36.64101056890117,-0.36769269433589713,0.5581930360744235,-0.1416738204512659,-1.1472110787721994,10.508301407956525,7.271356765361811,4.207111386190085,6.102340900043526,9.634119304344198,8.703174586657406,11.201646345591186,2.803715772664448,107.48287139851458,104.73229222210199,131.6641356182397,103.22127229810944,-0.03150446908244151,0.35669989636228827,0.782967264565287,0.4999909207817741,7,False,False,False,True,False,False
Brazil,2021-08-01,-1.894209253771387,7.274719207118746,13.30289818867406,88.59549933195534,10.800822959262788,1.7685838309338124,83.50143172991835,1,191.4265400547501,0,72.81631964935065,5,15,2014-01-01,22.638516823202018,1,0.2705680999584074,6.447279838353723,71.05393059165449,0,65.70696935475318,55.993314958190204,70.4850921166895,44.92693186954711,-1.0402037488896567,0.11172404663797393,-1.0847281724463165,0.1233239098898915,8.931698854038485,7.590813321870701,15.313265968806622,12.004526868872864,11.456284337323781,8.991735863489868,9.8643084777061,7.836403089735309,101.53311200428023,102.34209683447777,84.3397010626456,106.4447775146584,0.339941321020379,0.2488916685099425,-0.0337114014625574,-0.8437692703500541,7,False,False,False,True,False,False
Brazil,2021-09-01,1.434489993301442,2.685521193978964,5.087465090345455,118.44967268679274,50.64203101030789,4.405670159620774,51.80012616337888,1,64.55154108391223,0,33.01686440016972,4,7,2021-01-01,25.73264100219162,1,-0.121302245977239,4.35558254354233,58.621606472349335,0,68.59555000332891,55.08149611101445,83.50143172991835,43.134384217651714,-0.5148158109720874,-0.4516680703749727,-1.894209253771387,-0.1416738204512659,8.424502123301444,7.931247587501801,7.274719207118746,4.207111386190085,9.418223918908538,8.349406160786094,13.30289818867406,11.201646345591186,97.12829102713124,105.45250975206687,88.59549933195534,131.6641356182397,0.03851815083953702,0.09245722791926965,0.2705680999584074,0.782967264565287,0,False,False,False,True,False,False
Brazil,2021-10-01,2.3476003382032635,2.664006007529439,2.8957704526287347,122.98837825762256,37.85706582545482,2.2162398306298305,69.10085993120765,4,43.720886270156456,0,84.77601399057028,3,6,2014-01-01,27.52611528526036,0,0.7647854727537422,4.553097093857332,49.26309482294573,0,68.13413927483496,60.4914710047322,51.80012616337888,70.4850921166895,0.6292936925777727,0.1308004991209378,1.434489993301442,-1.0847281724463165,4.2080821362090495,7.358191772082787,2.685521193978964,15.313265968806622,7.095377910549416,8.364748607446808,5.087465090345455,9.8643084777061,110.0111834254569,108.74702741198571,118.44967268679274,84.3397010626456,0.30468377557830356,0.13658965324793101,-0.121302245977239,-0.0337114014625574,7,False,False,False,True,False,False
Brazil,2021-11-01,0.4986624441419023,2.5142095681612893,7.147875376289294,137.8773415546018,37.4508759345028,2.543032624455582,17.39983859406033,0,2.807052764790626,0,78.54899540114155,5,17,2018-01-01,5.605022950769737,1,0.6042092717218333,4.739212895592328,67.34170284220119,0,46.100274896215616,55.9036221254844,69.10085993120765,83.50143172991835,1.4269175918822024,0.19335692149627293,2.3476003382032635,-1.894209253771387,2.6212455898898974,5.77647222196419,2.664006007529439,7.274719207118746,5.043703639754494,8.249993988539138,2.8957704526287347,13.30289818867406,126.43846416633905,113.98578808530961,122.98837825762256,88.59549933195534,0.4158974994994455,0.3779194102599122,0.7647854727537422,0.2705680999584074,3,False,False,False,True,False,False
Brazil,2021-12-01,3.078180261403382,9.038102742793102,4.268044974450743,151.89205612562608,46.39180289622556,1.557317111927344,32.05957716561676,5,107.7744926975769,0,46.299188530204624,1,10,2014-01-01,44.046613253783065,0,-0.0236401649054311,4.136293411143514,25.537739257497407,0,39.520091896961574,54.05782095014524,17.39983859406033,51.80012616337888,1.9748143479161826,0.7299992684720475,0.4986624441419023,1.434489993301442,4.738772772827944,6.5816374480646935,2.5142095681612893,2.685521193978964,4.770563601122923,7.0943937600157305,7.147875376289294,5.087465090345455,137.58592531261684,117.35710816987402,137.8773415546018,118.44967268679274,0.44845152652338144,0.2434848386814592,0.6042092717218333,-0.121302245977239,7,False,False,False,True,False,False
Brazil,2022-01-01,-3.8356391767287694,5.296133960284308,1.5812969148363036,114.75953764933328,113.97960419356062,2.4379918972638377,57.26457484082978,4,147.46653434720048,0,46.72438943528276,4,12,2014-01-01,27.035624812157224,1,-0.8798700203131391,1.340958083363653,63.51322758642591,0,35.57466353350228,51.85440140416862,32.05957716561676,69.10085993120765,-0.08626549039449512,0.27151410109163887,3.078180261403382,2.3476003382032635,5.616148757079567,4.912115446644308,9.038102742793102,2.664006007529439,4.332405755192113,5.713891832870765,4.268044974450743,2.8957704526287347,134.8429784431871,122.42708093432196,151.89205612562608,122.98837825762256,-0.09976697116557898,0.10245840220636228,-0.0236401649054311,0.7647854727537422,8,False,False,False,True,False,False
Brazil,2022-02-01,2.890442680745195,0.4247214296940118,5.8719456996146,84.53989194805976,76.01699079595221,2.9885447032783183,30.80756381798756,5,159.98963343347606,0,48.16563745766055,3,9,2014-01-01,31.3458842566824,1,0.6662490763196656,5.619104873833303,55.90549353407091,0,40.04390527481136,43.0720900855135,57.26457484082978,17.39983859406033,0.7109945884732691,1.0689560901777357,-3.8356391767287694,0.4986624441419023,4.919652710923807,3.7704491504068525,5.296133960284308,2.5142095681612893,3.9070958629672154,4.475399751360855,1.5812969148363036,7.147875376289294,117.06382857433972,121.75114637033937,114.75953764933328,137.8773415546018,-0.07908703629963487,0.1684052315999053,-0.8798700203131391,0.6042092717218333,8,False,False,False,True,False,False
Brazil,2022-03-01,9.415976106726312,4.559837330460619,7.672100542363953,151.91642681884304,103.4192065155272,2.9854146447654006,20.397277354774968,4,196.5244610545455,0,66.66404950517511,6,6,2021-01-01,35.294250798022844,0,-0.6499853414047763,11.712374861229865,64.86179596279695,0,36.15647200453076,37.83828195074617,30.80756381798756,32.05957716561676,2.8235932035809124,2.3992037757485476,2.890442680745195,3.078180261403382,3.4268975734796463,4.0828351731537955,0.4247214296940118,9.038102742793102,5.041781052271618,4.906172326697271,5.8719456996146,4.268044974450743,117.07195213874537,127.32893872568108,84.53989194805976,151.89205612562608,-0.2878687617994166,0.08029138236198242,0.6662490763196656,-0.0236401649054311,1,False,False,False,True,False,False
Brazil,2022-04-01,5.047478434203042,2.76700186230356,10.031823607208032,70.52649565507934,35.98200757583865,3.435810556846523,53.105081530426666,1,252.14422764761224,0,78.51569813252331,2,10,2014-01-01,7.447178983162479,0,0.732904343452504,3.982695906673996,63.377766126200015,0,34.76997423439639,35.172318883949345,20.397277354774968,57.26457484082978,5.784632407224849,2.8491834584151774,9.415976106726312,-3.8356391767287694,2.583853540819397,4.100001148949482,4.559837330460619,5.296133960284308,7.858623283062195,6.095514519127154,7.672100542363953,1.5812969148363036,102.3276048073274,118.5852916252572,151.91642681884304,114.75953764933328,0.2497226927891311,0.07497786081177606,-0.6499853414047763,-0.8798700203131391,8,False,False,False,True,False,False
Brazil,2022-05-01,-1.6100105307578263,6.574486067410793,13.14716194175869,162.35884733864003,50.70873300095819,2.3137496229364034,24.13742314241928,1,70.13696260221954,0,79.39760373131342,0,9,2014-01-01,17.678851830990695,0,0.6286618246023425,-1.197645890156085,39.94543223542203,0,32.54659400920696,36.29524964200917,53.105081530426666,30.80756381798756,4.284481336723842,2.497737962598556,5.047478434203042,2.890442680745195,4.633775086724991,4.776713898824399,2.76700186230356,0.4247214296940118,10.283695363776891,7.095395613372053,10.031823607208032,5.8719456996146,128.2672566041875,122.66554258926358,70.52649565507934,84.53989194805976,0.23719360888335675,0.07905328629186094,0.732904343452504,0.6662490763196656,8,False,False,False,True,False,False
Brazil,2022-06-01,-2.063894416558892,12.5626181618778,1.093801562207636,104.14665563524515,52.757585539982855,2.477846855025511,24.475510333333293,5,56.67105758620969,0,29.746200307061216,6,8,2014-01-01,43.639730363648944,1,0.9918623317960842,5.310075865012669,80.59712617460484,1,33.90600500205974,35.031238503295256,24.13742314241928,20.397277354774968,0.4578578289621073,1.64072551627151,-1.6100105307578263,9.415976106726312,7.301368697197385,5.364133135338515,6.574486067410793,4.559837330460619,8.09092903705812,6.566355044664868,13.14716194175869,7.672100542363953,112.34399954298819,114.70797584086677,162.35884733864003,151.91642681884304,0.7844761666169768,0.24830370240878016,0.6286618246023425,-0.6499853414047763,8,False,False,False,True,False,False
Brazil,2022-07-01,4.909941886775389,12.9444005344001,10.863301648563253,118.67535774484692,60.74431196084875,2.480854687908038,72.99848089568107,3,25.148582885926093,0,39.77317989647853,2,9,2018-01-01,12.098327711191596,1,0.1434843043849933,1.2213605540293713,49.64932056119777,0,40.53713812381121,37.65355617910381,24.475510333333293,53.105081530426666,0.4120123131528895,3.09832236018887,-2.063894416558892,5.047478434203042,10.693834921229564,6.638844231024481,12.5626181618778,2.76700186230356,8.368088384176525,8.11335583361936,1.093801562207636,10.031823607208032,128.39362023957736,115.36061252345236,104.14665563524515,70.52649565507934,0.58800282026114,0.4188627565251355,0.9918623317960842,0.732904343452504,4,False,False,False,True,False,False
Brazil,2022-08-01,-2.337399706739028,5.214986657715412,3.323086441209812,112.87516395622808,62.02954655133277,1.985781822960484,72.94279315522218,3,149.618595111788,0,21.44559647752651,4,15,2014-01-01,41.55908784727067,1,0.3073982426919182,5.766187298396955,61.06103559748476,0,56.8055947947455,44.67609440197625,72.99848089568107,24.13742314241928,0.1695492544924888,2.2270152956081657,4.909941886775389,-1.6100105307578263,10.240668451331103,7.437221769028047,12.9444005344001,6.574486067410793,5.093396550660233,7.688545957218563,10.863301648563253,13.14716194175869,111.89905911210674,120.08315785814709,118.67535774484692,162.35884733864003,0.48091495962433184,0.3590542842538443,0.1434843043849933,0.6286618246023425,8,False,False,False,True,False,False
Brazil,2022-09-01,5.868031222783873,5.169247198503169,14.43002775295328,131.83082687230913,68.24294054032919,1.955381206909796,33.38509085707061,3,48.540441436515806,0,56.64848071534196,0,5,2021-01-01,35.58359092733751,0,0.201316089992724,-1.119565579708933,22.53562977805314,0,59.77545496932461,46.84072998569218,72.94279315522218,24.475510333333293,2.813524467606744,1.635691148284426,-2.337399706739028,-2.063894416558892,7.77621146353956,7.538790080368472,5.214986657715412,12.5626181618778,9.53880528090878,8.81486715898345,3.323086441209812,1.093801562207636,121.12711619112805,116.7355578670581,112.87516395622808,104.14665563524515,0.2173995456898785,0.5009378561534278,0.3073982426919182,0.9918623317960842,1,False,False,False,True,False,False
Brazil,2022-10-01,4.1529688709889445,6.128299245493605,4.334778901685789,86.08027429059305,61.72481687985064,4.964612249891538,46.3849777013732,1,29.321830531855188,0,84.31373052105273,12,11,2014-01-01,14.998956378912451,1,0.8163451626735732,11.63463294565549,116.8982282462084,1,50.90428723788866,45.72071268084994,33.38509085707061,72.99848089568107,2.561200129011263,1.4866062210820765,5.868031222783873,4.909941886775389,5.504177700570729,8.099006310900146,5.169247198503169,12.9444005344001,7.362631031949626,7.8653597080630755,14.43002775295328,10.863301648563253,110.26208837304345,119.32785430631039,131.83082687230913,118.67535774484692,0.44168649845273844,0.5148446593569392,0.201316089992724,0.1434843043849933,8,False,False,False,True,False,False
Brazil,2022-11-01,2.4580562144120126,1.049077775058004,8.695543785036586,124.038280519163,37.95461559860938,2.4928371857560685,11.3313283676055,3,75.07722792246992,0,58.72533826584955,0,8,2018-01-01,7.420682467748031,0,0.0236212737610734,-2.274489057762588,13.8319635606196,0,30.367132308683097,43.58636355171431,46.3849777013732,72.94279315522218,4.15968543606161,2.1646173452770494,4.1529688709889445,-2.337399706739028,4.115541406351593,7.178104928841349,6.128299245493605,5.214986657715412,9.15345014655855,7.123423348609392,4.334778901685789,3.323086441209812,113.98312722735507,112.94109316973089,86.08027429059305,112.87516395622808,0.3470941754757902,0.41400456755006104,0.8163451626735732,0.3073982426919182,4,False,False,False,True,False,False
Brazil,2022-12-01,5.129768403324622,1.278466243072434,12.800090798202705,122.7711556977215,48.037635371185104,3.208776291304296,45.50331260306927,2,20.12386369515643,0,79.54044997524556,4,7,2021-01-01,13.919191242373596,0,0.6109152677142242,2.285223800201748,49.10153063405815,0,34.40653955734932,47.090997263336966,11.3313283676055,33.38509085707061,3.9135978295751923,3.363561148590968,2.4580562144120126,5.868031222783873,2.8186144212080144,5.297412942373787,1.049077775058004,5.169247198503169,8.610137828308359,9.074471554608571,8.695543785036586,14.43002775295328,110.96323683582587,116.04517651347696,124.038280519163,131.83082687230913,0.4836272347162902,0.35051339020308436,0.0236212737610734,0.201316089992724,1,False,False,False,True,False,False
Brazil,2023-01-01,2.191383008121867,9.451388980174029,5.037661750188143,126.11987108124696,53.71196097003207,3.7856083813755257,38.90869272247769,4,128.81911704078033,0,32.224908318087856,1,7,2018-01-01,38.672726754156514,0,0.4934702394827761,1.1497084529158106,45.52857889450354,0,31.914444564384144,41.409365901136404,45.50331260306927,46.3849777013732,3.2597358752861667,2.910468002148715,5.129768403324622,4.1529688709889445,3.926310999434822,4.715244350002775,1.278466243072434,6.128299245493605,8.844432111142476,8.103531571546052,12.800090798202705,4.334778901685789,124.30976909937716,117.28592873621028,122.7711556977215,86.08027429059305,0.37600226031935785,0.4088443793860481,0.6109152677142242,0.8163451626735732,5,False,False,False,True,False,False
Brazil,2023-02-01,4.893729484009961,9.408309211288392,1.327165055179134,122.29178457094407,60.38928881227013,3.4428534938384865,49.2199076989575,1,66.89283194980001,0,35.634898664238705,2,7,2018-01-01,8.256557558978464,1,-0.6996865404337338,3.3591879740636443,40.54120000225245,0,44.54397100816815,37.45555165842563,38.90869272247769,11.3313283676055,4.0716269651521495,4.115656200606879,2.191383008121867,2.4580562144120126,6.712721478178286,5.414131442264939,9.451388980174029,1.049077775058004,6.388305867856659,7.770878007207606,5.037661750188143,8.695543785036586,123.72760378330419,118.85536550532963,126.11987108124696,124.038280519163,0.13489965558775543,0.24099691553177283,0.4934702394827761,0.0236212737610734,5,False,False,False,True,False,False
